addr,domain,date_added,domain_percent_increase
Clarinda.Sosa@hotmail.com,hotmail.com,2014-04-17,0.000887
Clarinda.Stone@gmail.net,gmail.net,2014-02-16,0.001331
Clarinda.Tate@boguscompany.net,boguscompany.net,2015-02-16,0
Clarinda.Taylor@hushmail.eu,hushmail.eu,2014-04-02,0
Clarinda.Tucker@gmail.ca,gmail.ca,2014-05-27,0.001331
Clarinda.Velez@comcast.gov,comcast.gov,2015-03-08,0
Clarinda.Watson@hotmail.ca,hotmail.ca,2015-03-07,0.00488
Curtis.Aguirre@gmail.com,gmail.com,2014-09-06,0.004437
Curtis.Arellano@bogusmail.mobi,bogusmail.mobi,2014-02-24,0
Curtis.Baker@sympatico.com,sympatico.com,2014-02-12,0.000444
Curtis.Barron@comcast.ca,comcast.ca,2015-04-05,0.000444
Curtis.Bass@gmail.com,gmail.com,2015-06-24,0.004437
Curtis.Bautista@mockbusiness.ca,mockbusiness.ca,2014-07-12,0
Curtis.Butler@hotmail.uk,hotmail.uk,2014-05-21,0.000444
Curtis.Callahan@aol.ca,aol.ca,2015-04-03,0.000887
Curtis.Callahan@bogusbusiness.mk,bogusbusiness.mk,2015-03-11,0
Curtis.Cochran@comcast.ca,comcast.ca,2015-05-15,0.000444
Curtis.Cochran@hotmail.ca,hotmail.ca,2014-02-07,0.00488
Curtis.Davidson@aol.net,aol.net,2015-03-21,0.001331
Curtis.Dyer@phonycompany.com,phonycompany.com,2014-08-23,0.000444
Curtis.Flynn@yahoo.net,yahoo.net,2015-07-27,0.002218
Curtis.Fowler@hotmail.co,hotmail.co,2015-01-15,0
Curtis.Fowler@hotmail.uk,hotmail.uk,2014-06-09,0.000444
Curtis.Fowler@sympatico.mk,sympatico.mk,2014-12-02,0
Curtis.Fowler@sympatico.net,sympatico.net,2014-05-25,0.000887
Curtis.Frederick@gmail.gov,gmail.gov,2014-06-29,0
Curtis.Haas@gmail.net,gmail.net,2014-09-20,0.001331
Curtis.Hatfield@gmail.net,gmail.net,2014-11-21,0.001331
Curtis.Hicks@msn.net,msn.net,2014-04-11,0
Curtis.Hoover@yahoo.net,yahoo.net,2015-06-13,0.002218
Curtis.Houston@hotmail.uk,hotmail.uk,2014-09-05,0.000444
Curtis.Kaufman@hotmail.co,hotmail.co,2014-11-13,0
Curtis.Kent@yahoo.com,yahoo.com,2014-06-18,0.001775
Curtis.Macias@mockdomain.com,mockdomain.com,2015-03-07,0
Curtis.Mata@gmail.net,gmail.net,2014-07-31,0.001331
Curtis.Mcdowell@sympatico.uk,sympatico.uk,2015-03-16,0.000887
Curtis.Melendez@aol.net,aol.net,2014-03-11,0.001331
Curtis.Moon@gmail.co,gmail.co,2014-10-12,0.000887
Curtis.Moon@gmail.com,gmail.com,2014-04-06,0.004437
Curtis.Olson@aol.ca,aol.ca,2014-05-10,0.000887
Curtis.Pham@aol.com,aol.com,2014-04-09,0.000444
Curtis.Ramirez@aol.ca,aol.ca,2014-11-30,0.000887
Curtis.Roach@hotmail.mil,hotmail.mil,2014-05-03,0
Curtis.Sanchez@fakemail.com,fakemail.com,2014-05-13,0
Curtis.Sandoval@comcast.mk,comcast.mk,2015-06-06,0
Curtis.Sandoval@hotmail.com,hotmail.com,2014-11-20,0.000887
Curtis.Sharp@gmail.ca,gmail.ca,2014-07-15,0.001331
Curtis.Stone@aol.es,aol.es,2014-08-19,0
Curtis.Tate@sympatico.ao,sympatico.ao,2015-04-28,0
Curtis.Valentine@hushmail.co,hushmail.co,2015-01-29,0
Curtis.Watson@yahoo.co,yahoo.co,2014-03-08,0.000887
Curtis.Yu@hotmail.edu,hotmail.edu,2014-07-20,0.000887
Dannie.Cain@yahoo.com,yahoo.com,2014-12-31,0.001775
Dannie.Callahan@yahoo.net,yahoo.net,2015-04-14,0.002218
Dannie.Cantu@gmail.com,gmail.com,2015-05-31,0.004437
Dannie.Cervantes@sympatico.ca,sympatico.ca,2014-01-24,0.000444
Dannie.Cochran@gmail.net,gmail.net,2015-05-16,0.001331
Dannie.Davies@gmail.ca,gmail.ca,2015-05-23,0.001331
Dannie.Dillon@comcast.net,comcast.net,2015-02-27,0.000444
Dannie.Dominguez@yahoo.co,yahoo.co,2015-03-26,0.000887
Dannie.English@yahoo.ca,yahoo.ca,2014-08-03,0.003106
Dannie.Gates@pseudodomain.ca,pseudodomain.ca,2014-10-29,0
Dannie.Gomez@yahoo.ca,yahoo.ca,2015-04-14,0.003106
Dannie.Hicks@hotmail.ca,hotmail.ca,2015-05-23,0.00488
Dannie.Hicks@sympatico.net,sympatico.net,2014-07-06,0.000887
Dannie.Hodges@hotmail.mk,hotmail.mk,2014-05-29,0
Dannie.Houston@liarcompany.com,liarcompany.com,2015-04-19,0
Dannie.Hunter@fakecompany.net,fakecompany.net,2014-11-18,0
Dannie.Kaufman@gmail.net,gmail.net,2014-10-16,0.001331
Dannie.Kaufman@hotmail.gov,hotmail.gov,2015-06-03,0.000444
Dannie.Kirk@comcast.net,comcast.net,2015-04-21,0.000444
Dannie.Long@mockmail.net,mockmail.net,2015-07-04,0.000444
Dannie.Manning@yahoo.ca,yahoo.ca,2014-05-05,0.003106
Dannie.Mata@gmail.net,gmail.net,2014-04-26,0.001331
Dannie.Mooney@aol.ca,aol.ca,2014-12-22,0.000887
Dannie.Morrison@phonydomain.net,phonydomain.net,2015-01-21,0
Dannie.Myers@yahoo.co,yahoo.co,2014-01-25,0.000887
Dannie.Osborne@gmail.aero,gmail.aero,2014-07-25,0
Dannie.Osborne@hotmail.mk,hotmail.mk,2014-05-29,0
Dannie.Osborne@hotmail.net,hotmail.net,2014-09-25,0.001775
Dannie.Pierce@fakecompany.net,fakecompany.net,2014-10-29,0
Dannie.Pierce@mockcompany.com,mockcompany.com,2014-08-24,0
Dannie.Pugh@hotmail.net,hotmail.net,2015-02-21,0.001775
Dannie.Roach@liardomain.es,liardomain.es,2014-09-11,0
Dannie.Sandoval@gmail.biz,gmail.biz,2015-06-18,0
Dannie.Sandoval@hotmail.com,hotmail.com,2014-06-22,0.000887
Dannie.Short@yahoo.com,yahoo.com,2014-03-16,0.001775
Dannie.Silva@yahoo.ai,yahoo.ai,2014-07-13,0
Dannie.Solis@sympatico.com,sympatico.com,2014-03-19,0.000444
Dannie.Taylor@comcast.mil,comcast.mil,2015-06-20,0
Dannie.Tucker@aol.mil,aol.mil,2015-05-08,0
Dannie.Watkins@fakebusiness.uk,fakebusiness.uk,2014-03-16,0
Dewitt.Aguirre@yahoo.net,yahoo.net,2014-04-17,0.002218
Dewitt.Arellano@hotmail.net,hotmail.net,2014-02-01,0.001775
Dewitt.Baker@phonymail.ca,phonymail.ca,2015-01-09,0
Dewitt.Bautista@sympatico.net,sympatico.net,2014-05-23,0.000887
Dewitt.Butler@yahoo.ca,yahoo.ca,2014-09-06,0.003106
Dewitt.Clarke@gmail.ca,gmail.ca,2014-12-17,0.001331
Dewitt.Clarke@gmail.uk,gmail.uk,2014-10-23,0.000887
Dewitt.Cochran@hotmail.net,hotmail.net,2014-04-01,0.001775
Dewitt.Davies@aol.net,aol.net,2014-03-16,0.001331
Dewitt.Dillon@mockmail.int,mockmail.int,2014-09-27,0
Dewitt.Dominguez@phonydomain.co,phonydomain.co,2014-12-14,0
Dewitt.English@yahoo.co,yahoo.co,2015-04-19,0.000887
Dewitt.Flynn@hotmail.ca,hotmail.ca,2014-12-31,0.00488
Dewitt.French@liarcompany.net,liarcompany.net,2014-08-17,0
Dewitt.Gates@yahoo.com,yahoo.com,2014-09-05,0.001775
Dewitt.Gray@hotmail.uk,hotmail.uk,2015-02-03,0.000444
Dewitt.Haas@hotmail.com,hotmail.com,2014-11-06,0.000887
Dewitt.Harris@yahoo.net,yahoo.net,2014-12-09,0.002218
Dewitt.Hess@hotmail.com,hotmail.com,2014-03-24,0.000887
Dewitt.Hoover@hotmail.ca,hotmail.ca,2015-04-01,0.00488
Dewitt.Hoover@yahoo.net,yahoo.net,2015-06-14,0.002218
Dewitt.Houston@sympatico.net,sympatico.net,2014-02-07,0.000887
Dewitt.Kaufman@hotmail.com,hotmail.com,2014-09-30,0.000887
Dewitt.Long@gmail.net,gmail.net,2014-07-26,0.001331
Dewitt.Mcdowell@gmail.uk,gmail.uk,2014-02-11,0.000887
Dewitt.Melendez@gmail.com,gmail.com,2014-11-30,0.004437
Dewitt.Mercado@gmail.net,gmail.net,2014-04-17,0.001331
Dewitt.Moon@hotmail.com,hotmail.com,2015-03-13,0.000887
Dewitt.Morrison@comcast.gov,comcast.gov,2014-11-05,0
Dewitt.Olson@yahoo.com,yahoo.com,2014-04-01,0.001775
Dewitt.Owen@gmail.net,gmail.net,2015-01-21,0.001331
Dewitt.Pugh@gmail.uk,gmail.uk,2014-04-14,0.000887
Dewitt.Richmond@liardomain.edu,liardomain.edu,2014-04-03,0
Dewitt.Roach@sympatico.net,sympatico.net,2014-03-05,0.000887
Dewitt.Ryan@comcast.com,comcast.com,2015-02-08,0.001331
Dewitt.Ryan@pseudocompany.edu,pseudocompany.edu,2015-07-06,0.000444
Dewitt.Silva@gmail.int,gmail.int,2014-11-25,0
Dewitt.Silva@sympatico.uk,sympatico.uk,2014-12-18,0.000887
Dewitt.Solis@mockbusiness.mil,mockbusiness.mil,2014-03-27,0
Dewitt.Trevino@mockcompany.ca,mockcompany.ca,2014-06-25,0
Dewitt.Tucker@yahoo.ca,yahoo.ca,2014-05-28,0.003106
Dewitt.Watson@bogusdomain.net,bogusdomain.net,2014-02-18,0
Dorathy.Bass@hotmail.net,hotmail.net,2015-01-22,0.001775
Dorathy.Becker@gmail.net,gmail.net,2015-05-19,0.001331
Dorathy.Becker@sympatico.edu,sympatico.edu,2014-03-05,0
Dorathy.Cain@hotmail.co,hotmail.co,2015-02-10,0
Dorathy.Cervantes@sympatico.net,sympatico.net,2014-09-09,0.000887
Dorathy.Cervantes@yahoo.com,yahoo.com,2014-02-02,0.001775
Dorathy.Clarke@gmail.ca,gmail.ca,2014-05-24,0.001331
Dorathy.Clarke@yahoo.com,yahoo.com,2014-03-07,0.001775
Dorathy.Cochran@comcast.net,comcast.net,2014-06-30,0.000444
Dorathy.Davidson@comcast.mobi,comcast.mobi,2014-10-02,0
Dorathy.Fowler@hotmail.mobi,hotmail.mobi,2014-02-10,0.000444
Dorathy.Fowler@yahoo.com,yahoo.com,2014-07-27,0.001775
Dorathy.Friedman@yahoo.co,yahoo.co,2015-03-02,0.000887
Dorathy.Garrison@aol.ca,aol.ca,2014-06-20,0.000887
Dorathy.Garrison@gmail.eu,gmail.eu,2015-02-28,0
Dorathy.Harris@hotmail.ca,hotmail.ca,2015-07-17,0.00488
Dorathy.Harris@yahoo.ca,yahoo.ca,2015-04-09,0.003106
Dorathy.Hess@aol.ao,aol.ao,2015-06-24,0
Dorathy.Hicks@gmail.com,gmail.com,2014-02-22,0.004437
Dorathy.Hicks@yahoo.net,yahoo.net,2014-11-06,0.002218
Dorathy.Hodges@aol.uk,aol.uk,2014-11-11,0.000444
Dorathy.Houston@aol.ca,aol.ca,2014-12-13,0.000887
Dorathy.Hubbard@gmail.com,gmail.com,2015-02-04,0.004437
Dorathy.Kaufman@fakedomain.com,fakedomain.com,2015-02-15,0
Dorathy.Kaufman@gmail.net,gmail.net,2015-01-21,0.001331
Dorathy.Kirk@hotmail.edu,hotmail.edu,2014-11-09,0.000887
Dorathy.Long@hotmail.com,hotmail.com,2015-04-12,0.000887
Dorathy.Long@yahoo.ca,yahoo.ca,2014-03-08,0.003106
Dorathy.Manning@gmail.es,gmail.es,2014-05-20,0
Dorathy.Mcdowell@msn.net,msn.net,2014-03-12,0
Dorathy.Mooney@gmail.es,gmail.es,2014-11-02,0
Dorathy.Murillo@hotmail.net,hotmail.net,2015-01-22,0.001775
Dorathy.Owen@hotmail.ke,hotmail.ke,2014-12-12,0.000444
Dorathy.Pham@pseudocompany.com,pseudocompany.com,2015-04-13,0
Dorathy.Pugh@yahoo.net,yahoo.net,2015-07-28,0.002218
Dorathy.Rivas@comcast.in,comcast.in,2015-06-20,0
Dorathy.Roach@yahoo.ca,yahoo.ca,2015-05-23,0.003106
Dorathy.Sandoval@hushmail.co,hushmail.co,2014-10-26,0
Dorathy.Sandoval@mockbusiness.com,mockbusiness.com,2015-03-04,0
Dorathy.Short@hotmail.com,hotmail.com,2015-03-15,0.000887
Dorathy.Silva@yahoo.com,yahoo.com,2015-01-13,0.001775
Dorathy.Solis@yahoo.edu,yahoo.edu,2014-08-31,0
Dorathy.Watson@phonycompany.net,phonycompany.net,2014-04-05,0
Dorathy.Yu@gmail.ca,gmail.ca,2015-07-26,0.001331
Ed.Butler@gmail.uk,gmail.uk,2015-03-18,0.000887
Ed.Callahan@gmail.net,gmail.net,2014-10-02,0.001331
Ed.Cantu@bogusmail.edu,bogusmail.edu,2014-12-19,0
Ed.Cantu@hotmail.co,hotmail.co,2014-12-22,0
Ed.Clarke@yahoo.net,yahoo.net,2014-03-03,0.002218
Ed.Cochran@aol.gov,aol.gov,2015-07-27,0.000444
Ed.Cochran@phonycompany.ca,phonycompany.ca,2015-07-20,0.000887
Ed.Cochran@yahoo.co,yahoo.co,2014-03-10,0.000887
Ed.Cooke@yahoo.net,yahoo.net,2014-12-30,0.002218
Ed.Flynn@sympatico.co,sympatico.co,2014-03-16,0.000444
Ed.Flynn@yahoo.co,yahoo.co,2015-04-19,0.000887
Ed.Fowler@sympatico.co,sympatico.co,2014-11-05,0.000444
Ed.French@aol.com,aol.com,2014-03-08,0.000444
Ed.Friedman@liarbusiness.ca,liarbusiness.ca,2014-08-11,0.000444
Ed.Garrett@phonycompany.mk,phonycompany.mk,2014-02-02,0
Ed.Hebert@phonymail.net,phonymail.net,2014-08-19,0
Ed.Hodges@pseudomail.net,pseudomail.net,2015-02-22,0
Ed.Hoover@fakemail.ca,fakemail.ca,2014-08-15,0.000444
Ed.Houston@yahoo.ca,yahoo.ca,2015-02-21,0.003106
Ed.Hunter@hotmail.ke,hotmail.ke,2015-02-23,0.000444
Ed.Kent@gmail.ca,gmail.ca,2014-04-09,0.001331
Ed.Kirk@yahoo.ca,yahoo.ca,2014-12-20,0.003106
Ed.Lara@yahoo.ai,yahoo.ai,2014-03-27,0
Ed.Macias@fakecompany.ca,fakecompany.ca,2015-01-08,0
Ed.Melendez@hotmail.net,hotmail.net,2014-10-04,0.001775
Ed.Mooney@hotmail.ca,hotmail.ca,2015-03-11,0.00488
Ed.Murillo@hotmail.com,hotmail.com,2015-01-16,0.000887
Ed.Myers@hotmail.ca,hotmail.ca,2014-10-23,0.00488
Ed.Olson@comcast.net,comcast.net,2014-06-29,0.000444
Ed.Pham@gmail.uk,gmail.uk,2014-10-02,0.000887
Ed.Pham@pseudodomain.ai,pseudodomain.ai,2015-03-11,0
Ed.Pierce@gmail.ke,gmail.ke,2015-04-15,0
Ed.Pierce@mockmail.ai,mockmail.ai,2014-12-26,0
Ed.Roach@hotmail.com,hotmail.com,2014-04-04,0.000887
Ed.Ryan@aol.mobi,aol.mobi,2014-03-12,0
Ed.Ryan@liardomain.mk,liardomain.mk,2014-10-29,0
Ed.Sandoval@gmail.co,gmail.co,2015-06-20,0.000887
Ed.Taylor@yahoo.ca,yahoo.ca,2014-05-30,0.003106
Ed.Trevino@mockdomain.edu,mockdomain.edu,2014-08-02,0
Ed.Tucker@pseudocompany.es,pseudocompany.es,2015-04-21,0
Ed.Valenzuela@gmail.ca,gmail.ca,2014-10-08,0.001331
Ed.Walsh@gmail.ca,gmail.ca,2014-02-25,0.001331
Ed.Watkins@comcast.mil,comcast.mil,2015-04-26,0
Ed.Watkins@yahoo.com,yahoo.com,2014-06-14,0.001775
Ed.Watson@phonybusiness.edu,phonybusiness.edu,2015-02-27,0.000444
Elisa.Acevedo@hotmail.biz,hotmail.biz,2014-07-11,0
Elisa.Baker@gmail.ca,gmail.ca,2015-04-07,0.001331
Elisa.Bass@gmail.net,gmail.net,2014-10-10,0.001331
Elisa.Bass@liarmail.com,liarmail.com,2014-02-21,0
Elisa.Briggs@yahoo.com,yahoo.com,2015-02-22,0.001775
Elisa.Cain@aol.com,aol.com,2014-07-30,0.000444
Elisa.Case@pseudomail.co,pseudomail.co,2014-07-16,0
Elisa.Cochran@aol.net,aol.net,2015-01-12,0.001331
Elisa.Cochran@yahoo.mk,yahoo.mk,2015-07-28,0.000444
Elisa.Davies@mockmail.int,mockmail.int,2014-05-10,0
Elisa.Dillon@yahoo.aero,yahoo.aero,2014-09-08,0
Elisa.Dyer@bogusdomain.co,bogusdomain.co,2014-02-17,0
Elisa.English@liarbusiness.ao,liarbusiness.ao,2015-02-10,0
Elisa.Flynn@msn.com,msn.com,2014-09-30,0
Elisa.Frederick@gmail.ca,gmail.ca,2014-06-15,0.001331
Elisa.French@yahoo.net,yahoo.net,2014-10-05,0.002218
Elisa.Garrett@boguscompany.net,boguscompany.net,2014-11-17,0
Elisa.Garrett@yahoo.ai,yahoo.ai,2015-01-26,0
Elisa.Garrison@gmail.net,gmail.net,2014-12-27,0.001331
Elisa.Gates@pseudomail.ca,pseudomail.ca,2014-09-21,0
Elisa.Gomez@hotmail.ca,hotmail.ca,2014-03-07,0.00488
Elisa.Hatfield@gmail.co,gmail.co,2015-06-15,0.000887
Elisa.Hess@gmail.net,gmail.net,2014-03-07,0.001331
Elisa.Hicks@pseudomail.net,pseudomail.net,2014-02-28,0
Elisa.Hoover@hotmail.co,hotmail.co,2014-02-09,0
Elisa.Houston@gmail.ca,gmail.ca,2014-02-05,0.001331
Elisa.Howard@comcast.com,comcast.com,2014-02-04,0.001331
Elisa.Kaufman@yahoo.edu,yahoo.edu,2015-02-04,0
Elisa.Kent@gmail.com,gmail.com,2014-05-27,0.004437
Elisa.Long@bogusbusiness.ca,bogusbusiness.ca,2014-02-01,0
Elisa.Macias@hotmail.ca,hotmail.ca,2014-09-09,0.00488
Elisa.Mcdowell@hotmail.ca,hotmail.ca,2015-07-17,0.00488
Elisa.Mcdowell@hotmail.net,hotmail.net,2015-04-12,0.001775
Elisa.Mcdowell@yahoo.mobi,yahoo.mobi,2015-07-07,0.000444
Elisa.Odom@mockmail.com,mockmail.com,2015-06-02,0
Elisa.Olson@gmail.edu,gmail.edu,2015-04-02,0.001775
Elisa.Pham@hotmail.co,hotmail.co,2014-12-18,0
Elisa.Potter@pseudodomain.ca,pseudodomain.ca,2014-10-09,0
Elisa.Riley@yahoo.es,yahoo.es,2015-03-25,0.000444
Elisa.Rivera@sympatico.net,sympatico.net,2014-01-29,0.000887
Elisa.Ryan@bogusbusiness.ai,bogusbusiness.ai,2015-06-22,0
Elisa.Ryan@gmail.aero,gmail.aero,2015-04-26,0
Elisa.Ryan@hotmail.edu,hotmail.edu,2014-11-07,0.000887
Elisa.Ryan@yahoo.com,yahoo.com,2015-06-06,0.001775
Elisa.Sanchez@hotmail.eu,hotmail.eu,2015-05-13,0
Elisa.Sharp@hotmail.uk,hotmail.uk,2015-07-05,0.000444
Elisa.Shields@gmail.com,gmail.com,2015-03-05,0.004437
Elisa.Solis@gmail.ao,gmail.ao,2014-03-26,0
Elisa.Valentine@gmail.net,gmail.net,2014-03-19,0.001331
Elisa.Valentine@yahoo.com,yahoo.com,2015-02-09,0.001775
Elisa.Velez@gmail.uk,gmail.uk,2015-02-16,0.000887
Elisa.Walsh@comcast.net,comcast.net,2015-04-13,0.000444
Elisa.Yu@yahoo.co,yahoo.co,2014-02-18,0.000887
Erica.Acevedo@sympatico.com,sympatico.com,2014-01-30,0.000444
Erica.Acevedo@yahoo.in,yahoo.in,2014-01-30,0.000444
Erica.Becker@yahoo.net,yahoo.net,2014-04-05,0.002218
Erica.Briggs@pseudobusiness.net,pseudobusiness.net,2014-02-14,0
Erica.Butler@gmail.edu,gmail.edu,2014-09-10,0.001775
Erica.Butler@yahoo.net,yahoo.net,2014-03-05,0.002218
Erica.Cantu@comcast.co,comcast.co,2014-10-16,0
Erica.Cantu@gmail.ca,gmail.ca,2015-05-23,0.001331
Erica.Cervantes@hotmail.ao,hotmail.ao,2014-07-24,0
Erica.Cervantes@hotmail.uk,hotmail.uk,2015-03-03,0.000444
Erica.Cervantes@phonydomain.ai,phonydomain.ai,2015-07-29,0.000444
Erica.Cochran@hotmail.ca,hotmail.ca,2014-07-12,0.00488
Erica.Cooke@aol.edu,aol.edu,2014-05-17,0
Erica.Cooke@hotmail.ao,hotmail.ao,2015-04-30,0
Erica.Davidson@comcast.net,comcast.net,2014-07-29,0.000444
Erica.Dominguez@liarmail.net,liarmail.net,2015-04-04,0
Erica.English@phonybusiness.com,phonybusiness.com,2015-05-19,0
Erica.Friedman@comcast.ca,comcast.ca,2015-03-30,0.000444
Erica.Gallegos@gmail.ca,gmail.ca,2014-12-12,0.001331
Erica.Gates@comcast.edu,comcast.edu,2014-10-21,0.000444
Erica.Gates@hotmail.mobi,hotmail.mobi,2015-07-28,0.000444
Erica.Gray@gmail.com,gmail.com,2015-04-30,0.004437
Erica.Haas@pseudobusiness.mil,pseudobusiness.mil,2014-05-21,0
Erica.Hebert@gmail.ca,gmail.ca,2014-07-24,0.001331
Erica.Hess@yahoo.net,yahoo.net,2014-02-18,0.002218
Erica.Hoover@boguscompany.ca,boguscompany.ca,2014-05-27,0
Erica.Hoover@hotmail.int,hotmail.int,2014-11-17,0
Erica.Kaufman@gmail.biz,gmail.biz,2015-04-27,0
Erica.Kirk@sympatico.ke,sympatico.ke,2014-04-30,0
Erica.Lara@gmail.mil,gmail.mil,2014-12-22,0
Erica.Macias@yahoo.mobi,yahoo.mobi,2014-03-22,0.000444
Erica.Mcdowell@gmail.com,gmail.com,2015-03-08,0.004437
Erica.Melendez@liardomain.ca,liardomain.ca,2015-05-21,0.000444
Erica.Melendez@yahoo.uk,yahoo.uk,2014-04-20,0
Erica.Mercado@comcast.edu,comcast.edu,2014-12-06,0.000444
Erica.Morrison@pseudodomain.es,pseudodomain.es,2015-04-20,0
Erica.Murillo@gmail.ca,gmail.ca,2015-01-26,0.001331
Erica.Odom@fakecompany.com,fakecompany.com,2015-03-02,0
Erica.Olson@hotmail.net,hotmail.net,2014-08-04,0.001775
Erica.Owen@gmail.ca,gmail.ca,2014-07-30,0.001331
Erica.Pham@fakemail.biz,fakemail.biz,2014-06-16,0
Erica.Potter@phonydomain.uk,phonydomain.uk,2014-04-19,0
Erica.Riley@gmail.com,gmail.com,2014-05-11,0.004437
Erica.Riley@pseudodomain.aero,pseudodomain.aero,2014-08-25,0
Erica.Rivera@yahoo.uk,yahoo.uk,2014-10-10,0
Erica.Roach@phonymail.com,phonymail.com,2014-11-15,0
Erica.Sanchez@yahoo.eu,yahoo.eu,2015-06-05,0
Erica.Sandoval@boguscompany.net,boguscompany.net,2014-09-23,0
Erica.Sharp@fakemail.edu,fakemail.edu,2014-04-11,0
Erica.Short@liarcompany.ai,liarcompany.ai,2014-06-01,0
Erica.Silva@yahoo.co,yahoo.co,2014-06-13,0.000887
Erica.Silva@yahoo.net,yahoo.net,2014-07-15,0.002218
Erica.Tate@yahoo.com,yahoo.com,2015-04-11,0.001775
Erica.Watkins@yahoo.com,yahoo.com,2014-10-17,0.001775
Francie.Aguirre@yahoo.co,yahoo.co,2015-07-29,0.000887
Francie.Becker@aol.ao,aol.ao,2014-06-25,0
Francie.Butler@gmail.co,gmail.co,2014-07-25,0.000887
Francie.Cain@liarmail.co,liarmail.co,2015-07-01,0.000444
Francie.Cantu@hotmail.co,hotmail.co,2014-12-28,0
Francie.Clarke@fakecompany.net,fakecompany.net,2015-06-21,0
Francie.Clarke@mockmail.ao,mockmail.ao,2014-04-10,0
Francie.Cochran@aol.com,aol.com,2014-11-16,0.000444
Francie.English@mockmail.net,mockmail.net,2015-03-16,0.000444
Francie.Garrett@gmail.net,gmail.net,2014-05-20,0.001331
Francie.Garrison@comcast.ai,comcast.ai,2015-04-05,0
Francie.Gates@aol.com,aol.com,2014-11-13,0.000444
Francie.Goodman@hotmail.uk,hotmail.uk,2014-04-02,0.000444
Francie.Goodman@msn.com,msn.com,2015-04-14,0
Francie.Haas@gmail.net,gmail.net,2014-08-27,0.001331
Francie.Hebert@mockdomain.com,mockdomain.com,2014-03-19,0
Francie.Hodges@aol.net,aol.net,2015-03-15,0.001331
Francie.Hodges@gmail.net,gmail.net,2015-05-28,0.001331
Francie.Kent@yahoo.com,yahoo.com,2014-06-05,0.001775
Francie.Lara@yahoo.com,yahoo.com,2014-12-22,0.001775
Francie.Mata@aol.net,aol.net,2015-07-28,0.001331
Francie.Mooney@yahoo.com,yahoo.com,2015-02-16,0.001775
Francie.Morrison@hotmail.net,hotmail.net,2015-07-18,0.001775
Francie.Murillo@yahoo.ao,yahoo.ao,2015-02-08,0.000444
Francie.Pierce@sympatico.uk,sympatico.uk,2014-04-13,0.000887
Francie.Pugh@hotmail.ao,hotmail.ao,2015-01-12,0
Francie.Rivera@gmail.com,gmail.com,2015-04-11,0.004437
Francie.Ryan@gmail.net,gmail.net,2014-04-14,0.001331
Francie.Sandoval@phonycompany.ca,phonycompany.ca,2014-11-18,0.000887
Francie.Sandoval@yahoo.edu,yahoo.edu,2014-05-14,0
Francie.Solis@yahoo.ca,yahoo.ca,2014-03-28,0.003106
Francie.Taylor@yahoo.mobi,yahoo.mobi,2014-04-12,0.000444
Francie.Taylor@yahoo.net,yahoo.net,2014-06-30,0.002218
Francie.Trevino@hotmail.co,hotmail.co,2015-03-29,0
Francie.Velez@comcast.net,comcast.net,2015-07-06,0.000444
Francie.Velez@gmail.ca,gmail.ca,2015-04-19,0.001331
Francie.Watkins@sympatico.com,sympatico.com,2015-01-29,0.000444
Francie.Yu@hotmail.uk,hotmail.uk,2014-06-06,0.000444
Garrett.Aguirre@gmail.net,gmail.net,2015-03-30,0.001331
Garrett.Bass@aol.ca,aol.ca,2014-07-09,0.000887
Garrett.Bautista@comcast.co,comcast.co,2014-11-28,0
Garrett.Briggs@phonymail.com,phonymail.com,2014-07-09,0
Garrett.Butler@mockmail.edu,mockmail.edu,2014-12-25,0
Garrett.Butler@yahoo.ca,yahoo.ca,2015-02-26,0.003106
Garrett.Cain@yahoo.com,yahoo.com,2014-04-04,0.001775
Garrett.Cantu@aol.net,aol.net,2015-07-16,0.001331
Garrett.Clarke@aol.co,aol.co,2015-04-21,0.000444
Garrett.Clarke@msn.com,msn.com,2014-11-23,0
Garrett.Cooke@aol.ca,aol.ca,2015-06-05,0.000887
Garrett.Davidson@sympatico.net,sympatico.net,2015-01-16,0.000887
Garrett.Davies@comcast.uk,comcast.uk,2014-11-09,0
Garrett.Dominguez@comcast.ca,comcast.ca,2014-06-01,0.000444
Garrett.Dominguez@gmail.aero,gmail.aero,2015-03-25,0
Garrett.Dyer@hotmail.ca,hotmail.ca,2014-02-10,0.00488
Garrett.Fowler@hotmail.mil,hotmail.mil,2015-03-31,0
Garrett.Frederick@sympatico.ai,sympatico.ai,2014-04-23,0
Garrett.French@sympatico.in,sympatico.in,2015-02-26,0
Garrett.Garrett@hotmail.net,hotmail.net,2015-01-08,0.001775
Garrett.Gomez@pseudocompany.co,pseudocompany.co,2015-06-21,0
Garrett.Hebert@hotmail.net,hotmail.net,2014-05-18,0.001775
Garrett.Hoover@hotmail.in,hotmail.in,2015-05-04,0
Garrett.Hubbard@mockcompany.com,mockcompany.com,2014-07-25,0
Garrett.Manning@comcast.ca,comcast.ca,2014-02-23,0.000444
Garrett.Manning@hotmail.ca,hotmail.ca,2014-05-23,0.00488
Garrett.Manning@yahoo.com,yahoo.com,2014-08-15,0.001775
Garrett.Mata@hotmail.ca,hotmail.ca,2015-06-25,0.00488
Garrett.Mata@pseudomail.com,pseudomail.com,2015-02-02,0
Garrett.Mcdowell@bogusdomain.uk,bogusdomain.uk,2015-01-17,0
Garrett.Mercado@gmail.gov,gmail.gov,2015-02-18,0
